DATE,GID,CUSTOMER_CLASS,CUSTOMER_ADDRESS,A10,A20,A30,A40,A50,A60,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
20230109,52,내국인,관외,68.31,102.12,5.0,148.23,37.59,8.68,369.93,110.24,36.04,131.42,51.27,128.85,149.66,607.47,11.91,138.5,56.5,0.02,97.81,84.62,389.36
20230109,53,내국인,관내,109.38,62.71,114.35,21.29,42.34,44.31,394.38,10.92,86.17,92.68,16.07,79.24,138.55,423.62,0.67,69.56,134.07,143.5,29.07,30.09,406.95
20230109,53,내국인,관외,26.18,52.35,110.66,98.29,149.6,45.32,482.39,28.4,101.97,116.74,100.63,6.83,147.34,501.92,8.91,94.9,42.7,73.71,103.28,57.66,381.16
20230109,54,내국인,관내,17.51,114.54,4.3,96.29,135.3,143.43,511.37,2.18,103.62,18.14,124.52,115.02,42.61,406.1,105.49,114.37,51.31,63.54,78.65,71.11,484.47
20230109,54,내국인,관외,45.87,114.53,64.67,26.77,82.67,42.29,376.8,50.1,52.51,125.57,3.65,135.19,129.64,496.65,109.55,57.24,131.18,74.52,17.16,143.17,532.83
20230109,55,내국인,관내,67.89,123.66,41.39,59.42,108.13,105.32,505.8,113.66,50.76,100.72,111.76,68.98,149.44,595.31,35.29,54.15,44.88,137.85,106.22,79.53,457.93
20230109,55,내국인,관외,52.81,27.23,76.04,31.01,123.95,103.82,414.85,111.85,110.72,69.41,71.96,140.86,2.78,507.58,94.69,129.38,16.19,2.3,133.7,65.46,441.73
20230109,56,내국인,관내,149.18,38.09,70.18,89.03,64.26,11.43,422.17,142.8,101.86,123.43,59.44,58.88,38.69,525.1,37.0,114.19,72.49,130.73,51.61,9.2,415.23
20230109,56,내국인,관외,87.68,127.75,117.2,46.89,42.15,70.54,492.22,76.73,98.33,30.89,42.65,105.53,105.23,459.37,143.41,123.87,112.08,110.19,18.27,49.57,557.39
20230109,57,내국인,관내,12.37,119.39,45.84,32.64,46.99,147.46,404.68,28.65,17.34,126.6,55.19,51.88,101.82,381.49,120.07,47.37,124.59,64.01,80.55,3.9,440.49
20230109,57,내국인,관외,83.23,38.08,70.36,36.16,141.77,25.39,395.0,102.22,5.17,95.79,1.37,2.82,37.82,245.18,132.98,142.2,10.77,143.64,63.23,137.26,630.08
20230109,58,내국인,관내,134.83,114.46,90.2,36.62,37.63,24.75,438.5,73.79,127.13,38.16,88.6,51.75,61.72,441.16,119.85,114.26,96.62,79.77,124.86,127.04,662.4
20230109,58,내국인,관외,111.14,119.08,1.72,0.37,119.48,119.02,470.81,55.87,83.02,61.29,21.78,39.4,19.76,281.11,83.05,3.16,125.13,107.19,2.0,95.05,415.58
20230109,59,내국인,관내,77.11,85.72,149.1,76.97,73.6,47.92,510.41,46.52,143.23,113.74,66.6,30.56,74.19,474.85,9.28,61.94,43.95,8.69,79.76,56.95,260.57
20230109,59,내국인,관외,21.37,52.88,119.65,8.93,54.29,98.94,356.06,81.81,71.16,56.59,46.06,44.25,141.29,441.16,57.11,36.24,0.25,23.07,1.83,54.18,172.69
20230109,60,내국인,관내,90.47,90.04,134.93,125.04,138.35,43.77,622.6,142.3,34.88,30.06,48.37,93.65,132.27,481.53,142.63,38.73,28.64,129.98,9.6,7.73,357.31
20230109,60,내국인,관외,67.52,137.13,78.82,62.82,127.98,65.32,539.6,42.34,106.24,37.38,130.87,79.36,120.25,516.44,144.59,5.7,31.02,56.73,15.03,61.29,314.36
20230109,61,내국인,관내,42.1,45.4,105.13,86.85,137.29,22.26,439.04,49.01,126.62,7.82,93.6,131.42,53.24,461.72,12.85,73.34,111.04,141.13,41.85,1.25,381.46
20230109,61,내국인,관외,22.03,44.37,69.97,33.9,45.82,17.85,233.94,65.55,61.03,6.05,77.86,98.69,10.81,320.0,3.0,99.62,64.77,111.2,45.45,118.65,442.69
20230109,62,내국인,관내,77.96,46.01,75.49,76.3,37.91,94.89,408.56,137.72,113.19,79.95,125.97,46.82,20.02,523.66,124.13,129.52,94.05,85.84,18.19,33.12,484.85
20230109,62,내국인,관외,45.77,15.46,20.02,63.8,28.38,79.56,253.0,142.29,24.0,142.14,50.32,142.85,38.27,539.86,110.16,1.59,14.27,130.89,80.33,141.7,478.93
20230109,63,내국인,관내,73.54,96.37,128.68,27.64,31.42,120.38,478.04,82.19,116.25,10.33,123.57,20.7,73.87,426.91,45.6,39.26,5.48,64.09,30.15,6.67,191.25
20230109,63,내국인,관외,106.78,85.35,49.52,20.72,19.58,13.45,295.4,138.32,42.06,57.8,91.99,11.99,108.7,450.87,22.78,42.55,87.52,43.58,32.88,87.21,316.51
20230109,64,내국인,관내,113.74,27.09,127.85,77.83,87.37,4.38,438.25,35.04,40.83,129.81,91.16,83.26,129.03,509.13,102.74,88.77,58.31,40.55,47.83,51.99,390.18
20230109,64,내국인,관외,103.56,128.3,45.97,29.79,22.44,104.17,434.23,80.42,11.37,13.06,70.07,102.04,37.45,314.41,15.62,34.19,96.21,138.84,48.43,76.92,410.2
20230109,65,내국인,관내,39.69,138.25,38.57,120.8,90.29,128.81,556.4,105.07,118.0,43.47,147.22,138.7,31.17,583.62,141.73,28.98,65.42,69.7,20.7,101.07,427.6
20230109,65,내국인,관외,36.64,32.33,143.24,14.53,71.47,71.09,369.3,86.25,144.57,40.35,65.91,20.78,120.71,478.57,8.2,49.48,43.56,137.79,32.84,143.1,414.97
20230109,66,내국인,관내,115.49,128.34,91.32,49.09,11.42,91.07,486.72,149.43,48.18,80.0,1.5,76.79,125.76,481.66,130.56,118.03,27.02,123.23,99.68,115.0,613.52
20230109,66,내국인,관외,6.5,44.98,114.8,124.36,72.62,39.89,403.14,15.11,101.72,130.13,148.73,124.46,103.03,623.19,36.21,72.25,130.25,22.04,77.12,146.15,484.03
20230109,67,내국인,관내,27.06,105.23,112.24,26.57,30.45,108.08,409.62,125.68,34.16,109.3,97.04,107.93,146.46,620.57,2.71,141.57,91.7,87.92,46.29,23.67,393.85
20230109,67,내국인,관외,81.51,2.63,26.03,44.51,95.95,8.08,258.7,66.07,12.33,137.92,68.99,64.24,14.63,364.19,92.63,1.26,36.39,14.58,17.67,95.77,258.3
20230109,68,내국인,관내,139.88,55.85,83.17,25.27,113.7,105.98,523.85,92.59,65.67,19.75,23.98,78.57,25.02,305.57,103.75,104.04,90.34,32.83,106.67,89.69,527.32
20230109,68,내국인,관외,49.02,124.8,97.04,122.02,10.01,3.97,406.85,11.86,67.93,101.02,75.94,21.34,47.18,325.27,106.6,54.52,135.15,82.92,2.23,52.87,434.29
20230109,69,내국인,관내,69.04,10.29,103.47,31.44,117.66,112.21,444.11,81.23,89.12,148.02,70.03,79.58,4.06,472.04,122.27,25.76,29.9,124.3,22.6,147.33,472.16
20230109,69,내국인,관외,144.48,10.27,112.17,63.76,21.27,8.8,360.75,149.62,42.17,30.12,56.92,13.19,90.21,382.23,93.54,11.09,23.3,111.56,103.51,57.98,400.97
20230109,70,내국인,관내,115.05,28.31,92.89,41.06,81.96,20.76,380.03,134.17,118.1,5.41,45.73,42.12,67.9,413.43,113.61,72.59,102.98,131.92,107.79,52.63,581.52
20230109,70,내국인,관외,104.36,58.52,132.38,128.74,149.45,48.81,622.27,21.48,124.89,75.67,66.91,121.9,22.55,433.41,43.8,137.27,130.42,105.83,68.74,123.76,609.83
20230109,71,내국인,관내,143.69,73.55,57.26,43.91,106.66,104.5,529.58,121.58,25.02,98.64,26.55,92.04,144.79,508.61,114.19,71.82,92.15,31.6,19.42,28.58,357.76
20230109,71,내국인,관외,14.75,65.84,136.14,63.71,125.42,108.33,514.19,49.13,86.26,20.62,60.24,89.74,148.84,454.82,138.19,30.78,87.15,105.83,40.58,76.31,478.83
20230109,72,내국인,관내,1.45,8.83,126.69,76.54,91.4,106.88,411.79,61.0,97.64,81.3,120.2,89.35,70.62,520.11,70.27,99.99,149.46,149.27,77.68,130.74,677.4
20230109,72,내국인,관외,19.35,18.49,107.85,83.69,49.36,96.43,375.18,77.34,107.79,20.37,148.99,57.76,13.57,425.81,83.58,75.04,134.0,128.15,140.26,126.13,687.16
20230109,73,내국인,관내,19.79,108.82,6.93,89.57,116.49,60.99,402.6,45.03,1.37,98.44,87.25,16.83,143.24,392.17,0.22,4.82,147.52,134.26,57.4,56.06,400.28
20230109,73,내국인,관외,114.65,3.28,92.65,1.49,22.83,119.21,354.1,13.95,12.27,59.55,0.91,92.21,55.0,233.89,74.95,130.39,18.63,69.32,120.64,11.94,425.88
20230109,74,내국인,관내,130.72,17.16,23.82,39.99,126.27,9.22,347.17,110.88,26.54,107.24,134.44,104.83,45.77,529.71,139.43,119.51,100.19,87.74,56.37,86.71,589.94
20230109,74,내국인,관외,148.68,149.47,128.91,32.79,69.26,38.6,567.71,78.29,119.95,69.97,25.99,61.26,9.39,364.86,54.89,29.22,66.16,44.24,110.2,128.11,432.82
20230109,75,내국인,관내,94.2,142.1,101.78,16.44,139.56,65.33,559.42,127.27,29.72,69.23,75.64,135.96,146.31,584.13,96.52,144.44,144.62,130.18,96.53,10.67,622.96
20230109,75,내국인,관외,133.12,125.91,0.21,116.09,118.82,4.93,499.09,6.6,36.51,129.53,19.72,94.59,8.37,295.32,83.12,32.28,131.13,61.88,2.63,47.59,358.62
20230109,76,내국인,관내,126.34,141.75,91.76,133.96,62.53,109.56,665.91,40.02,87.28,16.83,44.67,71.73,60.52,321.05,36.02,104.28,26.66,143.27,130.18,132.55,572.96
20230109,76,내국인,관외,116.14,67.89,107.93,137.02,86.44,96.38,611.81,23.27,47.49,60.76,100.15,4.86,38.76,275.29,16.9,105.56,133.53,128.19,114.64,103.64,602.45
20230109,77,내국인,관내,8.27,62.88,143.86,39.77,28.5,127.79,411.07,77.73,87.79,78.05,102.77,5.61,74.11,426.07,125.19,33.76,125.04,73.58,45.22,16.71,419.49
20230109,77,내국인,관외,34.93,148.58,61.82,96.88,131.49,119.08,592.78,69.75,14.02,49.18,35.0,56.9,26.33,251.18,102.49,7.67,77.98,74.17,8.32,94.22,364.85
20230109,78,내국인,관내,100.4,121.03,0.39,136.78,64.92,87.25,510.76,44.71,124.28,114.78,48.67,101.19,106.54,540.16,77.9,108.91,57.13,62.66,141.11,2.76,450.47
20230109,78,내국인,관외,50.26,148.82,109.24,43.17,140.49,25.34,517.32,38.61,115.92,63.39,59.46,114.72,72.17,464.27,94.61,6.38,93.49,126.9,3.56,15.04,339.98
20230109,79,내국인,관내,112.35,40.15,45.13,50.24,126.92,141.3,516.08,25.67,78.27,120.02,87.64,113.9,128.58,554.09,60.62,20.04,106.1,52.25,40.2,19.76,298.96
20230109,79,내국인,관외,108.19,108.91,85.44,80.67,85.27,61.01,529.48,16.45,95.68,128.6,134.56,19.68,51.52,446.49,38.75,121.79,32.57,31.1,76.79,126.65,427.65
20230109,80,내국인,관내,13.02,104.46,89.54,90.03,14.32,3.18,314.55,118.46,22.74,103.65,137.13,38.41,75.39,495.78,107.64,7.28,125.43,100.83,148.87,84.77,574.81
20230109,80,내국인,관외,143.79,36.49,15.96,66.99,100.37,106.8,470.4,140.32,106.79,139.83,24.29,101.65,16.74,529.62,119.2,78.25,44.69,19.47,136.99,135.8,534.4
20230109,81,내국인,관내,138.09,23.68,4.6,53.02,59.92,17.92,297.24,26.3,89.65,66.2,84.39,131.27,24.45,422.26,99.48,97.81,69.21,54.99,6.06,79.46,407.02
20230109,81,내국인,관외,113.15,140.09,7.98,76.64,1.62,23.63,363.1,32.86,102.69,146.53,71.82,48.11,66.09,468.11,72.79,108.69,103.52,72.08,39.69,26.6,423.37
20230109,82,내국인,관내,123.6,122.69,54.02,37.82,132.8,75.13,546.05,71.15,148.78,98.7,39.53,96.49,148.74,603.39,83.46,36.56,89.08,51.04,54.04,60.39,374.57
20230109,82,내국인,관외,44.91,20.82,142.59,75.85,88.39,17.72,390.29,92.94,87.15,7.57,52.61,76.85,144.62,461.74,134.69,118.36,33.06,88.75,73.23,121.99,570.09
20230109,83,내국인,관내,72.25,113.36,81.39,124.83,131.18,45.43,568.45,16.99,96.99,111.02,61.69,108.33,87.63,482.65,133.34,24.82,105.53,127.44,91.63,47.11,529.87
20230109,83,내국인,관외,98.37,28.85,116.77,57.66,56.68,39.52,397.87,87.69,147.0,44.57,35.43,130.72,127.41,572.82,3.05,37.75,36.46,32.74,73.14,84.39,267.53
20230109,84,내국인,관내,65.06,137.25,25.94,76.39,14.25,2.42,321.3,84.99,105.68,121.04,41.95,45.48,92.98,492.13,35.37,0.41,142.64,106.27,149.63,54.06,488.38
20230109,84,내국인,관외,18.96,1.88,132.93,83.68,123.92,95.06,456.41,0.34,138.75,149.09,132.3,33.51,8.16,462.16,107.3,138.91,100.38,127.77,46.47,146.32,667.15
20230109,85,내국인,관내,80.84,132.67,117.52,20.31,32.83,50.79,434.95,134.23,12.84,6.96,103.09,35.13,106.76,399.0,43.89,132.18,101.04,99.14,49.81,143.95,570.0
20230109,85,내국인,관외,42.92,103.08,48.82,14.05,43.98,73.24,326.09,31.92,149.33,8.51,136.14,25.63,42.17,393.69,77.66,8.77,46.19,138.07,41.77,94.77,407.23
20230109,86,내국인,관내,143.57,76.12,65.06,106.16,124.52,49.2,564.62,64.88,53.45,134.08,147.29,83.4,11.56,494.66,43.81,101.27,136.54,85.46,49.18,37.29,453.55
20230109,86,내국인,관외,96.55,15.34,66.9,7.66,5.84,7.87,200.15,91.51,66.8,96.05,85.78,129.49,61.06,530.69,102.28,104.93,63.74,73.88,56.53,18.83,420.18
20230109,87,내국인,관내,35.54,15.95,118.3,88.9,4.02,102.25,364.96,111.5,102.2,47.57,107.65,143.63,66.99,579.53,113.72,120.67,68.2,31.14,73.73,118.14,525.6
20230109,87,내국인,관외,3.75,109.26,118.33,4.93,69.52,29.36,335.14,11.15,113.69,66.45,90.43,8.56,122.75,413.05,21.41,15.66,22.59,123.76,8.24,147.54,339.21
20230109,88,내국인,관내,87.34,41.25,137.3,62.73,97.9,113.88,540.41,54.77,32.63,76.31,35.96,28.39,97.83,325.88,82.56,22.43,1.5,122.49,111.27,96.19,436.44
20230109,88,내국인,관외,13.39,66.52,139.79,91.55,118.26,108.94,538.44,29.71,3.37,40.79,27.43,102.46,24.82,228.57,55.95,110.46,94.73,133.71,99.76,92.14,586.75
20230109,89,내국인,관내,46.7,60.62,115.47,12.87,93.39,67.69,396.74,44.14,44.91,123.51,143.41,50.85,115.44,522.26,26.29,17.48,2.63,49.68,17.7,120.5,234.28
20230109,89,내국인,관외,110.2,95.23,100.58,78.56,67.5,116.2,568.26,36.11,53.94,104.32,103.05,94.23,108.35,500.0,28.39,12.81,0.54,117.96,37.72,78.71,276.13
20230109,90,내국인,관내,85.34,146.38,56.28,48.08,21.29,104.76,462.13,85.07,88.37,130.99,62.23,58.77,72.23,497.66,24.85,21.76,3.71,66.75,107.14,100.36,324.58
20230109,90,내국인,관외,75.07,70.11,21.46,71.92,68.93,10.15,317.65,9.11,28.6,120.1,33.68,90.36,104.21,386.06,100.47,47.11,142.56,96.86,94.13,13.06,494.18
20230109,91,내국인,관내,96.51,96.45,103.48,12.95,105.92,123.63,538.93,50.39,133.19,41.34,29.74,41.93,11.91,308.5,99.88,36.74,32.23,128.52,42.83,63.01,403.22
20230109,91,내국인,관외,2.2,115.14,141.05,87.38,2.1,67.58,415.45,16.64,64.68,15.51,59.2,69.48,107.13,332.65,122.01,102.59,44.87,0.83,33.99,108.34,412.63
20230109,92,내국인,관내,52.75,10.09,32.34,141.43,22.24,65.11,323.96,60.77,89.41,145.14,114.62,72.91,98.83,581.68,105.02,78.79,22.0,145.35,31.33,38.99,421.47
20230109,92,내국인,관외,8.35,60.07,147.4,133.97,112.75,40.23,502.76,69.41,129.61,127.48,124.17,132.24,145.09,727.99,48.54,58.78,131.03,125.92,115.08,44.64,524.0
20230109,93,내국인,관내,59.59,86.09,3.64,46.53,124.75,21.7,342.31,141.55,24.99,143.57,69.82,44.97,64.32,489.21,13.41,102.51,13.81,26.3,102.81,54.79,313.63
20230109,93,내국인,관외,41.32,45.8,108.38,73.49,99.55,4.53,373.06,5.72,130.5,94.78,112.04,67.3,80.8,491.14,29.63,29.85,30.16,45.79,9.64,55.35,200.42
20230109,94,내국인,관내,56.08,57.57,119.13,23.81,89.47,117.51,463.58,93.97,142.77,149.67,117.1,84.7,63.93,652.13,22.96,138.97,68.96,136.86,127.5,101.7,596.95
20230109,94,내국인,관외,20.01,85.13,67.48,88.04,66.9,148.88,476.45,116.14,76.75,55.26,42.38,140.2,40.57,471.3,137.91,105.74,71.49,142.28,66.88,92.58,616.88
20230109,95,내국인,관내,7.08,102.25,63.82,28.06,112.61,81.69,395.51,29.63,104.82,40.72,65.74,138.39,27.15,406.45,20.64,138.43,76.74,122.65,147.59,9.39,515.44
20230109,95,내국인,관외,133.87,46.81,65.4,47.24,68.36,1.29,362.96,130.09,122.85,99.83,96.03,131.95,129.62,710.38,14.26,53.59,64.6,143.69,75.63,64.01,415.78
20230109,96,내국인,관내,29.5,81.2,24.51,111.91,132.38,34.91,414.42,85.28,3.95,105.92,131.37,91.25,113.21,530.98,149.94,78.24,22.09,108.46,69.83,38.84,467.4
20230109,96,내국인,관외,113.57,43.23,12.45,18.53,34.69,42.58,265.05,47.97,21.19,129.1,68.79,144.73,44.59,456.37,10.39,132.99,33.36,127.56,115.95,82.09,502.33
20230109,97,내국인,관내,140.94,25.0,100.68,119.57,101.38,63.09,550.65,6.23,121.05,41.34,15.62,121.73,79.16,385.13,84.32,147.41,20.26,90.31,148.69,45.06,536.05
20230109,97,내국인,관외,142.32,67.29,24.4,24.01,12.38,142.51,412.91,42.65,115.76,37.91,117.72,18.51,124.17,456.72,126.29,88.51,128.52,6.29,140.73,90.98,581.33
20230109,98,내국인,관내,113.65,8.52,125.4,118.74,31.23,50.77,448.31,65.86,149.08,107.17,134.78,86.4,141.83,685.13,62.52,105.76,21.77,81.38,125.48,102.77,499.69
20230109,98,내국인,관외,74.45,32.33,50.22,92.2,82.95,58.18,390.33,114.8,19.86,48.21,23.86,71.77,19.82,298.31,63.54,95.44,123.07,122.86,96.85,54.78,556.54
20230109,99,내국인,관내,87.11,131.35,3.61,87.12,144.0,113.68,566.88,91.79,134.51,129.65,12.0,119.26,37.45,524.67,108.61,43.68,45.87,117.03,124.1,34.25,473.53
20230109,99,내국인,관외,53.51,119.61,61.67,29.68,15.99,54.13,334.6,141.66,12.5,73.74,19.79,29.04,64.82,341.54,11.52,44.67,130.03,33.51,34.66,111.38,365.78
20230109,100,내국인,관내,141.6,92.58,42.79,133.26,48.14,148.58,606.96,129.89,96.17,88.71,135.24,141.53,135.38,726.92,11.14,130.6,6.4,146.06,13.71,75.09,383.0
20230109,100,내국인,관외,89.54,50.12,93.0,33.56,11.87,130.48,408.57,36.47,19.35,137.23,36.05,74.24,49.84,353.18,106.78,121.58,95.01,37.71,128.06,14.57,503.7
20230109,101,내국인,관내,57.61,127.97,22.38,63.23,95.26,77.39,443.84,22.85,97.32,84.3,77.43,28.78,135.45,446.14,5.53,146.22,67.73,14.21,21.14,48.47,303.3
20230109,101,내국인,관외,26.63,70.74,50.14,140.86,135.59,38.85,462.81,9.37,24.51,9.75,33.4,21.66,19.71,118.4,55.76,127.23,56.74,32.52,142.44,92.63,507.31
20230109,102,내국인,관내,54.53,135.08,26.16,0.57,59.57,71.97,347.87,146.83,123.52,100.46,98.46,54.32,37.96,561.54,118.44,91.62,68.01,22.91,75.16,38.29,414.42
20230109,102,내국인,관외,9.97,98.61,100.89,6.65,101.23,12.04,329.39,131.6,34.06,103.94,124.08,98.23,121.48,613.39,46.99,133.37,126.83,81.47,103.35,28.71,520.72
20230109,103,내국인,관내,69.44,98.22,32.96,31.86,28.0,108.9,369.38,4.14,73.66,111.65,60.65,144.73,119.29,514.12,20.29,128.63,51.61,93.81,90.91,57.27,442.52
20230109,103,내국인,관외,22.05,29.06,143.7,38.22,18.42,135.76,387.2,84.63,45.09,28.31,2.29,39.32,24.6,224.24,13.78,90.41,123.53,48.65,142.28,11.93,430.58
20230109,104,내국인,관내,113.13,126.15,54.67,69.27,126.15,107.67,597.03,19.08,93.17,89.22,145.17,12.65,26.9,386.19,2.21,116.91,26.53,100.24,59.52,32.85,338.25
20230109,104,내국인,관외,108.02,28.83,32.16,94.95,123.26,32.37,419.59,100.89,47.39,10.04,4.38,129.91,144.06,436.67,5.85,61.56,3.91,1.06,107.59,55.99,235.95
20230109,105,내국인,관내,142.43,98.89,89.91,12.52,77.6,94.56,515.9,122.7,13.72,100.2,95.73,71.32,112.18,515.86,20.14,116.69,76.9,34.86,108.81,28.29,385.69
20230109,105,내국인,관외,138.79,115.83,119.73,74.12,95.6,19.02,563.08,67.57,16.01,27.14,33.04,79.08,40.1,262.94,69.38,8.26,41.33,41.36,53.45,4.91,218.7
20230109,106,내국인,관내,15.54,43.89,87.44,113.67,20.64,37.14,318.31,46.0,38.56,97.29,117.48,92.95,94.68,486.95,73.57,55.18,22.47,35.16,116.37,37.73,340.48
20230109,106,내국인,관외,42.79,106.28,104.34,127.02,97.27,62.86,540.56,127.49,126.77,127.82,98.68,76.07,26.03,582.85,101.39,75.94,35.35,102.53,5.11,67.19,387.52
20230109,107,내국인,관내,113.26,137.75,130.85,14.94,136.45,33.59,566.84,106.22,11.96,93.06,21.56,34.68,127.07,394.56,25.55,61.64,100.02,80.66,120.49,149.45,537.8
20230109,107,내국인,관외,37.76,137.25,17.43,52.0,107.93,54.08,406.45,91.42,131.36,83.14,128.01,4.93,4.84,443.71,17.83,49.82,19.74,43.86,49.37,45.93,226.55
20230109,108,내국인,관내,145.86,85.41,62.49,94.66,47.06,31.03,466.52,138.04,112.25,69.51,50.56,105.01,5.34,480.7,131.36,39.62,95.8,55.26,44.69,41.29,408.02
20230109,108,내국인,관외,80.91,25.89,86.86,135.8,58.81,24.49,412.76,139.64,99.2,32.22,137.31,26.59,97.56,532.53,53.76,40.62,45.46,114.39,73.64,31.79,359.66
20230109,109,내국인,관내,17.39,7.07,102.93,61.09,87.0,84.05,359.53,113.75,59.66,105.17,56.79,109.46,69.75,514.59,142.11,142.61,87.19,19.76,66.65,63.72,522.05
20230109,109,내국인,관외,11.22,84.35,119.54,13.21,141.69,113.46,483.47,14.1,12.55,90.89,98.64,126.13,64.14,406.46,92.07,99.29,149.56,7.7,144.97,67.64,561.22
20230109,110,내국인,관내,12.6,98.27,101.64,22.9,77.1,11.28,323.79,29.56,139.51,66.06,66.85,92.87,101.37,496.23,91.4,20.31,7.18,42.22,46.41,68.01,275.52
20230109,110,내국인,관외,6.35,87.35,79.23,125.18,48.17,14.05,360.33,100.8,6.01,141.6,124.07,67.1,32.79,472.36,50.59,94.81,97.67,89.88,92.23,31.3,456.48
20230109,111,내국인,관내,64.3,120.29,75.07,4.02,41.2,106.14,411.01,85.09,91.18,49.81,95.63,4.03,109.69,435.42,57.67,114.08,45.45,94.8,2.22,136.14,450.36
20230109,111,내국인,관외,7.09,144.41,123.0,25.43,22.79,37.52,360.24,99.57,75.61,95.69,43.15,48.14,19.91,382.07,35.09,33.26,48.9,55.67,42.58,82.24,297.74
20230109,112,내국인,관내,130.06,32.84,61.13,49.3,71.66,34.89,379.86,109.72,120.48,2.32,87.75,5.24,20.5,346.01,133.82,37.53,83.38,140.5,27.31,91.8,514.34
20230109,112,내국인,관외,25.46,141.27,114.25,96.14,76.17,67.54,520.83,56.77,27.13,44.16,45.46,95.94,31.36,300.82,56.07,1.33,55.68,7.71,86.88,64.58,272.24
20230109,113,내국인,관내,85.97,30.72,51.31,109.07,40.46,142.92,460.46,112.29,113.6,137.16,15.12,59.86,23.73,461.76,90.13,50.69,99.22,13.29,14.92,63.39,331.64
20230109,113,내국인,관외,43.56,1.09,115.29,78.64,39.48,12.62,290.68,104.99,16.55,104.99,124.0,12.28,127.32,490.13,109.86,99.31,95.84,140.38,13.22,39.31,497.92
20230109,114,내국인,관내,63.1,117.28,78.45,94.39,1.74,110.19,465.15,132.0,1.24,22.56,143.97,7.28,52.75,359.81,124.6,28.68,140.88,18.66,134.68,63.32,510.81
20230109,114,내국인,관외,35.28,36.49,1.46,39.83,116.17,63.51,292.75,10.74,36.77,115.52,30.03,128.42,40.76,362.23,65.09,38.46,15.12,120.5,48.81,1.3,289.28
20230109,115,내국인,관내,10.37,53.64,77.94,128.74,67.93,3.4,342.02,42.62,40.99,132.67,75.64,58.96,93.78,444.66,108.4,5.67,140.24,46.41,40.74,114.84,456.3
20230109,115,내국인,관외,59.06,84.96,129.4,78.01,79.54,123.73,554.71,90.56,124.87,57.97,102.11,34.54,5.51,415.58,126.26,134.6,15.92,127.64,70.69,2.81,477.92
20230109,116,내국인,관내,95.02,75.06,63.37,14.81,1.1,118.13,367.5,89.03,60.92,103.89,69.02,57.11,145.12,525.09,48.03,143.12,135.66,10.84,121.57,139.62,598.84
20230109,116,내국인,관외,136.55,91.37,65.54,79.78,46.06,41.78,461.08,117.59,139.78,109.89,68.69,145.86,140.01,721.81,26.22,99.23,32.51,46.85,86.19,112.97,403.96
20230109,117,내국인,관내,130.69,123.96,3.22,121.43,55.25,138.48,573.04,13.08,117.75,47.36,117.63,74.54,125.4,495.76,88.39,89.35,58.64,139.18,125.45,89.84,590.85
20230109,117,내국인,관외,23.68,48.38,99.35,71.82,28.65,126.91,398.79,133.71,32.31,43.85,119.05,113.41,24.13,466.45,81.74,111.17,78.43,56.02,76.75,43.94,448.06
20230109,118,내국인,관내,89.73,130.04,143.77,134.53,100.05,56.54,654.66,100.11,118.65,1.67,133.74,13.48,142.87,510.52,125.08,122.58,38.85,27.75,50.62,36.52,401.39
20230109,118,내국인,관외,79.34,120.27,13.84,97.32,72.37,128.68,511.83,107.46,127.79,105.94,106.22,20.5,118.95,586.87,131.09,123.27,71.82,98.85,29.09,16.19,470.31
20230109,119,내국인,관내,120.0,54.86,138.46,13.25,5.39,134.92,466.88,93.64,117.72,56.81,96.42,41.42,47.64,453.65,71.59,113.6,65.3,144.27,139.38,86.19,620.32
20230109,119,내국인,관외,44.63,101.63,59.38,137.19,75.38,45.03,463.23,93.46,144.95,128.85,40.32,93.97,131.85,633.42,132.08,34.47,77.5,31.72,122.06,90.06,487.88
20230109,120,내국인,관내,48.88,57.59,140.04,0.59,0.44,91.72,339.27,11.29,136.8,107.18,50.78,113.64,24.39,444.08,32.22,108.19,124.65,106.27,26.28,70.23,467.85
20230109,120,내국인,관외,64.09,31.18,90.55,27.89,68.24,78.7,360.64,90.96,31.39,11.5,69.19,127.89,20.17,351.1,82.26,67.84,94.96,68.23,12.24,58.07,383.59
20230109,121,내국인,관내,122.62,22.15,142.76,149.98,79.02,25.75,542.28,128.51,62.47,65.61,56.32,28.34,50.59,391.85,52.6,106.52,88.01,118.55,123.83,13.32,502.84
20230109,121,내국인,관외,126.24,84.9,76.76,110.05,101.99,137.86,637.8,113.41,78.05,119.06,119.0,143.83,49.55,622.89,82.78,136.73,135.9,101.63,113.57,76.8,647.41
20230109,122,내국인,관내,124.24,81.84,94.51,89.22,19.54,139.85,549.2,106.19,17.62,3.79,4.34,72.1,136.01,340.06,55.46,37.76,22.48,141.17,144.52,139.36,540.75
20230109,122,내국인,관외,135.35,25.33,30.85,22.34,69.6,99.32,382.8,39.62,70.42,58.12,78.04,68.88,136.27,451.36,84.46,103.7,149.36,146.73,120.43,26.67,631.35
20230109,123,내국인,관내,78.68,87.09,59.04,40.95,88.63,91.99,446.39,78.29,136.92,102.46,115.96,142.78,101.94,678.35,110.36,53.61,102.86,55.95,100.54,91.18,514.51
